"",,,,,,,,,
UP 12074,UPR 211,TM49229,08-Apr-16,Aethomys ineptus s.l.,Limpopo,M,Ki,Neg,Neg
UP 12075,UPR 212,"Released; novoucher",07-Jun-16,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12077,UPR 213,"Released; novoucher",07-Jun-16,Saccostomus campestris,Limpopo,F,Fe,Neg,Neg
UP 12081,UPR 214,TM49230,07-Jun-16,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12082,UPR 215,TM49245,07-Jun-16,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12083,UPR 216,TM49246,07-Jun-16,Acomys selousi,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12084,UPR 217,TM49247,08-Jun-16,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12085,UPR 218,TM49231,08-Jun-16,Micaelamys namaquensis,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12086,UPR 219,TM49248,08-Jun-16,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12087,UPR 220,TM49249,08-Jun-16,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12088,UPR 221,TM49232,09-Jun-16,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12089,UPR 222,"Released; novoucher",09-Jun-16,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12090,UPR 223,"Released; novoucher",10-Jun-16,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12132,UPR 265,TM49250,06-Sep-16,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12133,UPR 266,TM49251,06-Sep-16,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12134,UPR 267,"Released; novoucher",06-Sep-16,Micaelamys namaquensis,Limpopo,F,Fe,Neg,Neg
UP 12137,UPR 268,TM49252,06-Sep-16,Micaelamys namaquensis,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12138,UPR 269,TM49253,06-Sep-16,Micaelamys namaquensis,Limpopo,M,Ki,Neg,Neg
UP 12139,UPR 270,TM50720,07-Sep-16,Gerbilliscus leucogaster,Limpopo,M,Ki,Neg,Neg
UP 12140,UPR 271,"Released; novoucher",07-Sep-16,Micaelamys namaquensis,Limpopo,M,Fe,Neg,Neg
UP 12142,UPR 272,TM49233,07-Sep-16,"Elephantulusbrachyrhynchus",Limpopo,M,Fe/ Ki,Neg,Neg
UP 12143,UPR 273,"Released; novoucher",08-Sep-16,Micaelamys namaquensis,Limpopo,M,Fe,Neg,Neg
UP 12144,UPR 274,TM50723,08-Sep-16,Micaelamys namaquensis,Limpopo,F,Ki,Neg,Neg
UP 12145,UPR 275,TM49234,09-Sep-16,Micaelamys namaquensis,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12146,UPR 276,TM49235,09-Sep-16,Acomys selousi,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12147,UPR 277,TM49254,09-Sep-16,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12148,UPR 278,TM49255,09-Sep-16,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12149,UPR 279,"Released; novoucher",09-Sep-16,Saccostomus campestris,Limpopo,M,Fe,Neg,Neg
UP 12151,UPR 280,TM50724,09-Sep-16,Saccostomus campestris,Limpopo,M,Ki,Neg,Neg
UP 12152,UPR 281,"Released; novoucher-",10-Nov-16,Acomys selousi,Limpopo,M,Fe,Neg,Neg
UP 12154,UPR 282,TM49256,08-Nov-16,Micaelamys namaquensis,Limpopo,M,Ki,Neg,Neg
UP 12155,UPR 283,"Released; novoucher",08-Nov-16,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12157,UPR 284,TM49257,08-Nov-16,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12158,UPR 285,"Released; novoucher -",08-Nov-16,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12163,UPR 286,"Released; novoucher -",08-Nov-16,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12166,UPR 288,TM49259,09-Nov-16,Gerbilliscus leucogaster,Limpopo,M,Ki,Neg,Neg
UP 12167,UPR 289,TM49260,09-Nov-16,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12168,UPR 290,TM49261,10-Nov-16,Micaelamys namaquensis,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12169,UPR 291,TM49262,10-Nov-16,"Mus (Nannomys)minutoides s.l.",Limpopo,F,Fe/ Ki,Neg,Neg
UP 12170,UPR 292,TM49263,10-Nov-16,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12172,UPR 294,TM49264,11-Nov-16,"Mus (Nannomys)minutoides s.l.",Limpopo,M,Ki,Neg,Neg
UP 12173,UPR 295,TM49265,11-Nov-16,Aethomys ineptus s.l.,Limpopo,F,Ki,Neg,Neg
UP 12176,UPR 298,TM49266,07-Feb-17,Saccostomus campestris,Limpopo,M,Ki,Neg,Neg
UP 12177,UPR 299,TM49267,08-Feb-17,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12178,UPR 300,TM49268,08-Feb-17,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12179,UPR 301,TM49269,08-Feb-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12180,UPR 302,TM49270,09-Feb-17,Aethomys ineptus s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12181,UPR 303,TM49271,09-Feb-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12182,UPR 304,TM49272,10-Feb-17,Saccostomus campestris,Limpopo,F,Ki,Neg,Neg
UP 12183,UPR 305,"Released; novoucher -",27-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12184,UPR 306,TM50725,27-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12185,UPR 307,TM50540,27-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12186,UPR 308,"Released; novoucher -",27-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12187,UPR 309,TM50541,27-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Ki,Neg,Neg
UP 12188,UPR 310,TM50726,27-Mar-17,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12189,UPR 311,TM50727,27-Mar-17,Saccostomus campestris,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12190,UPR 312,TM50728,27-Mar-17,Steatomys sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12191,UPR 313,TM50729,27-Mar-17,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12192,UPR 314,TM50730,28-Mar-17,Steatomys sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12193,UPR 315,TM50542,28-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12194,UPR 316,"NHCPHE_MAM-20",28-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12195,UPR 317,"NHCPHE_MAM-21",28-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12197,UPR 319,"NHCPHE_MAM-22",28-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12198,UPR 320,"Released; novoucher -",28-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12199,UPR 321,"Released; novoucher -",28-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12200,UPR 322,"Released; novoucher -",28-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12201,UPR 323,TM50731,28-Mar-17,Steatomys sp.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12202,UPR 324,"NHCPHE_MAM-23",28-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Ki,Neg,Neg
UP 12203,UPR 325,TM50732,28-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12204,UPR 326,TM50717,28-Mar-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12205,UPR 327,TM50733,28-Mar-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12206,UPR 328,TM50734,28-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12207,UPR 329,TM50543,28-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12209,UPR 331,TM50735,29-Mar-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12210,UPR 332,TM50736,29-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12211,UPR 333,TM50737,29-Mar-17,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12212,UPR 334,TM50738,29-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12213,UPR 335,TM49273,29-Mar-17,Crocidura hirta,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12214,UPR 336,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,F,Fe,Neg,Neg
UP 12215,UPR 337,TM50739,29-Mar-17,Mus (Nannomys) sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12216,UPR 338,TM50740,29-Mar-17,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12217,UPR 339,TM50741,29-Mar-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12218,UPR 340,TM50742,29-Mar-17,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12219,UPR 341,TM50743,29-Mar-17,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12220,UPR 342,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12221,UPR 343,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12222,UPR 344,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12223,UPR 345,TM50544,29-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12224,UPR 346,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12225,UPR 347,"Released; novoucher",29-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12226,UPR 348,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12227,UPR 349,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12228,UPR 350,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12229,UPR 351,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,F,Fe,Neg,Neg
UP 12230,UPR 352,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12231,UPR 353,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12232,UPR 354,"Released; novoucher",29-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12233,UPR 355,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12234,UPR 356,TM50744,29-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Ki,Neg,Neg
UP 12235,UPR 357,"Released; novoucher",29-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12236,UPR 358,TM50745,30-Mar-17,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12237,UPR 359,TM50746,30-Mar-17,Mus (Nannomys) sp.,Limpopo,M,Ki,Neg,Neg
UP 12238,UPR 360,TM50747,30-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12240,UPR 362,TM50748,30-Mar-17,Saccostomus campestris,Limpopo,M,Ki,Neg,Neg
UP 12241,UPR 363,"Released; novoucher",30-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12242,UPR 364,TM50749,30-Mar-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12243,UPR 365,"Released; novoucher",30-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12244,UPR 366,TM50750,30-Mar-17,Saccostomus campestris,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12246,UPR 368,TM50545,30-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12247,UPR 369,"Released; novoucher",30-Mar-17,Gerbilliscus leucogaster,Limpopo,M,Fe,Neg,Neg
UP 12248,UPR 370,TM50751,30-Mar-17,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12249,UPR 371,"Released; novoucher",30-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12250,UPR 372,"Released; novoucher",30-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe,Neg,Neg
UP 12251,UPR 373,"Released; novoucher",30-Mar-17,Steatomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12252,UPR 374,"Released; novoucher",30-Mar-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12253,UPR 375,"Released; novoucher",31-Mar-17,Steatomys sp.,Limpopo,F,Fe,Neg,Neg
UP 12254,UPR 376,TM50752,31-Mar-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12255,UPR 377,TM50753,31-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12256,UPR 378,TM50754,31-Mar-17,Graphiurus murinus,Limpopo,F,Ki,Neg,Neg
UP 12257,UPR 379,"Released; novoucher",31-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12258,UPR 380,TM50755,31-Mar-17,Steatomys sp.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12259,UPR 381,TM50546,31-Mar-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12260,UPR 382,TM50756,31-Mar-17,Steatomys krebsii,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12261,UPR 383,"Released; novoucher",31-Mar-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12262,UPR 384,"Released; novoucher",31-Mar-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
UP 12264,UPR 386,"Released; novoucher",31-Mar-17,Saccostomus campestris,Limpopo,M,Fe,Neg,Neg
UP 12265,UPR 387,TM50757,29-Mar-17,Lemniscomys rosalia,Limpopo,F,Ki,Neg,Neg
UP 12266,UPR 388,TM50758,29-Mar-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12267,UPR 389,TM50759,29-Mar-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12268,UPR 390,TM50760,29-Mar-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12269,UPR 391,TM50761,29-Mar-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12270,UPR 392,TM50762,30-Mar-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12271,UPR 393,TM49274,30-Mar-17,Suncus lixus,Limpopo,F,Ki,Neg,Neg
UP 12272,UPR 394,TM50763,30-Mar-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12273,UPR 395,TM50764,30-Mar-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12274,UPR 396,TM50765,30-Mar-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12275,UPR 397,TM50766,16-May-17,Mus (Nannomys) sp.,Limpopo,M,Ki,Neg,Neg
UP 12276,UPR 398,TM50767,17-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12277,UPR 399,TM50768,17-May-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12278,UPR 400,TM50769,16-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12279,UPR 401,TM50770,17-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12280,UPR 402,"NHCPHE_MAM-4",17-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12281,UPR 403,TM49275,17-May-17,Suncus lixus,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12282,UPR 404,"NHCPHE_MAM-12",17-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12283,UPR 405,TM50771,17-May-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12284,UPR 406,TM49276,19-May-17,Suncus lixus,Limpopo,M,Ki,Neg,Neg
UP 12289,UPR 409,"Released; novoucher",16-May-17,Saccostomus campestris,Limpopo,M,Fe,Neg,Neg
UP 12291,UPR 410,"NHCPHE_MAM-1",16-May-17,Micaelamys namaquensis,Limpopo,M,Fe/ Ki,Pos,Neg
UP 12292,UPR 411,"Released; novoucher",16-May-17,Aethomys/Micaelamys sp.,Limpopo,M,Fe,Neg,Neg
UP 12294,UPR 412,TM50772,16-May-17,Aethomys ineptus s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12295,UPR 413,TM50773,16-May-17,Aethomys ineptus s.l.,Limpopo,M,Ki,Neg,Neg
UP 12296,UPR 414,"NHCPHE_MAM-24",16-May-17,Gerbilliscus leucogaster,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12297,UPR 415,"NHCPHE_MAM-5",16-May-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12298,UPR 416,TM50774,16-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12299,UPR 417,"NHCPHE_MAM-6",16-May-17,"Mus (Nannomys)minutoides s.l.",Limpopo,F,Ki,Neg,Neg
UP 12300,UPR 418,TM50775,16-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12301,UPR 419,TM50776,16-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12302,UPR 420,"Released; novoucher",16-May-17,Aethomys sp.,Limpopo,M,Fe,Neg,Neg
UP 12303,UPR 421,TM50547,16-May-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12304,UPR 422,"Released; novoucher",16-May-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12305,UPR 423,TM50777,16-May-17,Lemniscomys rosalia,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12306,UPR 424,"Released; novoucher",16-May-17,Aethomys ineptus s.l.,Limpopo,M,Fe,Neg,Neg
UP 12307,UPR 425,TM50548,16-May-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12310,UPR 427,TM50778,17-May-17,Saccostomus campestris,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12311,UPR 428,TM50779,17-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12312,UPR 429,TM50780,17-May-17,Steatomys sp.,Limpopo,M,Ki,Neg,Neg
UP 12313,UPR 430,TM50781,17-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe/ Ki,Neg,Neg
UP 12314,UPR 431,TM50782,17-May-17,Gerbilliscus leucogaster,Limpopo,F,Ki,Neg,Neg
UP 12315,UPR 432,TM50783,17-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12316,UPR 433,TM50784,17-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12317,UPR 434,TM50785,17-May-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12318,UPR 435,TM50786,17-May-17,Gerbilliscus leucogaster,Limpopo,M,Ki,Neg,Neg
UP 12319,UPR 436,TM50787,17-May-17,Micaelamys namaquensis,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12320,UPR 437,TM50788,17-May-17,Gerbilliscus leucogaster,Limpopo,F,Fe/ Ki,Neg,Neg
UP 12321,UPR 438,TM50789,17-May-17,Aethomys/Micaelamys sp.,Limpopo,F,Ki,Neg,Neg
UP 12323,UPR 440,"Released; novoucher",17-May-17,Mastomys natalensis s.l.,Limpopo,F,Fe,Neg,Neg
UP 12327,UPR 443,TM50790,17-May-17,Gerbilliscus leucogaster,Limpopo,F,Ki,Neg,Neg
UP 12328,UPR 444,TM50791,17-May-17,Steatomys sp.,Limpopo,F,Ki,Neg,Neg
UP 12329,UPR 445,TM50792,17-May-17,Mastomys natalensis s.l.,Limpopo,M,Ki,Neg,Neg
UP 12330,UPR 446,TM50793,17-May-17,Mastomys natalensis s.l.,Limpopo,F,Ki,Neg,Neg
UP 12331,UPR 447,"Released; novoucher",17-May-17,Mastomys natalensis s.l.,Limpopo,M,Fe,Neg,Neg
